sentence,translation,difficulty,Tense_Simple_Present,Tense_Present_Continuous,Tense_Present_Perfect,Tense_Present_Perfect_Cont,Tense_Simple_Past,Tense_Past_Continuous,Tense_Past_Perfect,Tense_Past_Perfect_Cont,Tense_Simple_Future,Tense_Future_Continuous,Tense_Future_Perfect,Tense_Future_Perfect_Cont,is_passive,subordinate_clause_count,noun_phrase_count,average_noun_phrase_length,prepositional_phrase_count,verb_phrase_count,adjective_count,adverb_count,proper_noun_count,sentence_length
"२०११ च्या आयपीएल मध्ये, रॉयल चॅलेंजर्सने जुन्या खेळाडूंपैकी फक्त कोहलीचीच निवड केली","In the 2011 IPL, the Royal Challengers selected only Kohli among the older players",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.75,2,1,1,1,4,15
कोहली १३ चेंडूत फक्त १ धाव करून मिचेल जॉन्सनच्या गोलंदाजीवर बाद झाला  जून २०१५ मधल्या भारताच्या बांगलादेश दौऱ्यावर कोहलीच्या धावा मंदावल्या,Kohli was dismissed by Mitchell Johnson for just 1 run off 13 balls Kohli's runs slowed down during India's tour of Bangladesh in June 2015,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1.8571428571428572,4,3,0,2,7,27
६२ च्या सरासरीने १३८१ धावा करणारा कोहली सन २०११ मध्ये आंतरराष्ट्रीय एकदिवसीय सामन्यांत सर्वाधिक धावा करणारा फलंदाज ठरला,"With 1381 runs at an average of 62, Kohli became the highest run-scorer in ODIs in 2011",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.2,5,1,1,0,2,20
भारताचा ५९ धावांनी विजय झाला आणि कोहलीला सामनावीराचा पुरस्कार मिळाला,India won by 59 runs and Kohli was awarded the Man of the Match.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.6,2,2,0,0,4,15
न्यू झीलंडविरुद्ध तिसऱ्या कसोटी सामन्यात त्याने आणखी एक द्विशतक केले आणि न्यू झीलंडला ३-० असा व्हाईटवॉश देऊन भारताने पुन्हा एकदा कसोटी क्रमवारीमध्ये पहिला क्रमांक मिळवला,"In the Third Test against New Zealand in 1993, he scored another double century as India regained the top spot in the Test rankings with a 3-0 whitewash of New Zealand.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2.5555555555555554,7,2,2,0,7,35
"एकदिवसीय मालिकेमध्ये १-४ असा पराभव झाल्यानंतर, भारतीय संघाने टी२० मध्ये ऑस्ट्रेलियाला ३-० असा व्हाईटवॉश दिला","After losing the ODI series 4-1, India whitewashed Australia 3-0 in the T20Is.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.75,3,2,0,0,3,19
सर्वात जलद ७००० एकदिवसीय धावा पूर्ण करणारा फलंदाज,Fastest batsman to reach 7000 ODI runs,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.5,0,1,1,0,1,7
सर्वात जलद २५ एकदिवसीय शतके करणारा फलंदाज,Fastest batsman to score 25 ODI centuries,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.5,0,1,1,0,1,7
२०११ मध्ये सर्वाधिक एकदिवसीय धावा,Most ODI runs in 2011,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,0,1,0,1,5
कोहली आपण अंधश्रद्धाळू असल्याचे मान्य करतो,Kohli admits he is superstitious,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,2,1,0,1,5
"वेस्ट इंडीजचा माजी सर्वोत्तम क्रिकेट खेळाडू व्हिव्ह रिचर्ड्स, ज्याला क्रिकेटमधील सर्वात घातक फलंदाज म्हणले जाते, तो सुद्धा म्हणतो कोहली मला माझी आठवण करून देतो","Former West Indies cricketer Viv Richards, widely regarded as cricket's most dangerous batsman, also said that Kohli reminds him of himself.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2.8,2,3,2,3,5,25
कर्णधार विक्रम कर्णधार म्हणून पहिल्या तीन कसोटी डावांत शतके करणारा पहिला क्रिकेट खेळाडू,Captain Vikram became the first cricketer to score centuries in his first three Test innings as captain,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2.4,2,2,2,0,2,17
ही स्पर्धा भारताने जिंकली होती,India had won that match.,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1.5,0,1,0,0,1,6
ऑस्ट्रेलिया मधील उत्कृष्ट कामगिरीमुळे मार्च २०१२ दरम्यान बांगलादेशमध्येपार पडलेल्या २०१२ आशिया कप स्पर्धेसाठी कोहलीची उपकर्णधार म्हणून नियुक्ती झाली,His performances in Australia led to Kohli's appointment as the vice-captain for the 2012 Asia Cup in Bangladesh during March 2012.,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1.7777777777777777,6,1,0,0,6,25
०८ आणि स्ट्राईक रेट १५२,08 and a strike rate of 152.,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,0,0,0,0,8
पहिल्या तीन सामन्यांत इंग्लंडने २-१ अशी आघाडी घेतली होती आणि कोहलीची सर्वोच्च धावसंख्या होती २०,"England had a 1-2 lead in the first three matches, and Kohli's highest score was 20.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3.5,2,2,2,0,2,21
क्रिकेटमधील अंधश्रद्धा म्हणून तो काळा मनगटी पट्टा (रिस्टबँड) बांधतो; आधी तो ज्या ग्लोव्ह्ज घालून जास्त धावा होतील त्याच वापरत असे,"As a cricket superstition, he wears a black wristband; previously, he wore gloves that would allow him to score more runs.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,1.625,1,4,2,1,0,25
या खेळीसाठी त्याला त्याचा २० एकदिवसीय आणि विश्वचषक सामन्यातील पहिला सामनावीराचा पुरस्कार मिळाला,This knock earned him his first man of the match award in 20 ODIs and the World Cup.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.3333333333333335,2,1,1,0,2,19
"ऑस्ट्रेलियात कसोटी मालिका जिंकणारा पहिला भारतीय व आशियाई कर्णधार   आंतरराष्ट्रीय टी२० क्रिकेट वर्षान्वये  ठिकाणानुसार  संदर्भः   आयसीसी सर्वोत्कृष्ट एकदिवसीय क्रिकेट खेळाडू २०१२ आयसीसी विश्व एकदिवसीय XI : २०१२, २०१४  आयसीसी विश्व ट्वेंटी२० XI : २०१६ (कर्णधार) बीसीसीआय सर्वोत्कृष्ट आंतरराष्ट्रीय क्रिकेट खेळाडू पॉली उम्रीगर पुरस्कार : २०११-१२, २०१४-१५  अर्जुन पुरस्कार: २०१३ विराट कोहलीं याला 2018  मध्ये खेलरत्न पुरस्काकाराने गौरवण्यातआले   सामनावीर पुरस्कार सामनावीर पुरस्कार मालिकावीर पुरस्कार सामनावीर पुरस्कार मालिकावीर पुरस्कार विराट कोहलीची माहिती","The first Indian and Asian captain to win a Test series in Australia International T20 cricket Year-wise Reference: ICC Best ODI Cricketer 2012 ICC World ODI X1: 2012, 2014 ICC World Twenty20 X1: 2016 (Captain) BCCI Best International Cricketer Polly Umrigar Award: 2011-12, 2014-15 Arjuna Award: 2013 Virat Kohli honoured with Khel Ratna Award in 2018 Man of the Match Award Man of the Series Award Man of the Match Award Man of the Series Award Virat Kohli Information",10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,3.6470588235294117,9,2,4,0,47,94
"पर्थमधील तिसऱ्या सामन्यात भारताने सलग दुसऱ्यांदा डावाने शरणागती पत्करली, तरीही दोन्ही डावांमध्ये ४४ आणि ७५ धावा करून कोहली भारतातर्फे सर्वात जास्त धावा करणारा फलंदाज होता","In the third ODI in Perth, India surrendered for the second consecutive time by an innings, yet Kohli was the top-scorer for India, with scores of 44 and 75 in both innings.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2.0,8,2,4,1,4,38
"कोहलीच्या मते ही संस्था काही निवडक स्वयंसेवी संस्थासोबत ""ते करत असलेल्या विविध परोपकारी कामांसाठी निधी जमा करणे, मदत मिळवणे, जागरूकता निर्माण करणे यासाठी काम करील"" मे २०१४ मध्ये इबे आणि सेव्ह द चिल्ड्रेन यांनी विराट कोहली फाऊंडेशन सोबत दानधर्म लिलाव केला आणि जमा झालेला निधी वंचित मुलांचे शिक्षण आणि आरोग्यासाठी दिला","According to Kohli, the organisation will work with a select few NGOs to ""raise funds, get support, create awareness for the various philanthropic activities they do."" In May 2014, eBay and Save the Children along with the Virat Kohli Foundation conducted a charity auction and donated the proceeds towards the education and health of underprivileged children.",9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,17,1.9411764705882353,9,9,4,0,7,64
"२०१४, मध्ये विराट कोहली इंडियन सुपर लीगच्या क्लब एफसी गोवाचा सह-मालक झाला","In 2014, Virat Kohli became the co-owner of Indian Super League club FC Goa.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.4,2,1,0,0,7,18
"क्रिकेट ऑस्ट्रेलिया अध्यक्षीय XI संघाविरुद्ध खेळल्या गेलेल्या सराव सामन्यात कोहलीने सर्वाधिक १३२ धावा केल्या, आणि बॉक्सिंग डे कसोटीसाठी स्वतःचे स्थान बळकट केले","In a warm-up match against a Cricket Australia President's XI team, Kohli top-scored with 132, consolidating his position for the Boxing Day Test",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3.8,4,2,1,1,6,30
"शेवटच्या सामन्यात, कोहलीने आपले सहावे एकदिवसीय शतक साजरे करताना राहुल द्रविड सोबत तिसऱ्या गड्यासाठी १७० धावांची भागीदारी केली, ज्यात त्याचा वाटा ९३ चेंडूंत १०७ धावांचा होता","In the last match, Kohli celebrated his sixth ODI century with a 170-run partnership for the third wicket with Rahul Dravid, which included a 93-ball 107.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,2.7142857142857144,4,2,4,0,3,33
"कोहली म्हणला, संघाने सामना अनिर्णित ठेवण्यासाठी नाही तर जिंकण्यासाठीच प्रयत्न केले, ""मी सहभागी झालेली सर्वोत्तम कसोटी"" असेही तो म्हणाला","Kohli said the team tried to win the match and not draw it, adding that it was ""the best Test I have been a part of.""",6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,1.625,1,7,1,0,1,30
त्याची सरासरी होती ८१,His average was 81.,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0,0,1,0,0,0,5
परंतु त्यानंतर २४२/२ अशा सुस्थितीतून भारताचा डाव ३१५ धावांवर आटोपला,"But after that, India's innings was reduced to 315 runs from a 242/2 situation",5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2.25,3,1,1,0,1,16
"२०१२ मध्ये, कोहली नमूद करतो की तो त्याच्या आक्रमकतेला आवर घालण्याचा प्रयत्न करत आहे परंतु ""खेळतील ताण आणि काही विशिष्ट प्रसंगी आक्रमकतेला आवर घालणे अवघड जाते","In 2012, Kohli notes that he is trying to contain his aggression but ""the tension in the game and on certain occasions it becomes difficult to contain the aggression.""",7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,1.625,2,5,2,0,1,33
प्रथम वर्गीय क्रिकेटमधील हे त्याचे पहिलेच द्विशतक आणि भारतीय कर्णधारातर्फे भारताबाहेरचेसुद्धा पहिलेच द्विशतक,This was his first double century in first-class cricket and also the first outside India by an Indian captain.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.6,2,1,5,1,1,22
"२०१४ मध्ये, अमेरिकन अप्रेजल ने ब्रँड कोहलीचे मूल्य US$५६","In 2014, American Appraisal valued Brand Kohli at US $56.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.6666666666666667,2,1,0,0,5,13
सर्वात जलद १००० आंतरराष्ट्रीय ट्वेंटी२० धावा पूर्ण करणारा फलंदाज,Fastest batsman to reach 1000 T20I runs,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,0,1,1,0,0,7
त्याने लसिथ मलिंगाच्या एका षटकामध्ये २४ धावा फटकावल्या,He smashed 24 runs in an over bowled by Lasith Malinga,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.6666666666666667,1,2,1,0,2,11
कोहलीने त्याची विजयी घोडदौडीतील कामगिरी भारतातील २०१६ आयसीसी विश्व ट्वेंटी२० स्पर्धेतही सुरूच ठेवली,Kohli continued his winning run in the 2016 ICC World Twenty20 in India,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.5,2,2,0,0,5,13
भारताने सर्वच्या सर्व चार सामने जिंकून गट बच्या गुणफलकावर पहिल्या क्रमांकावर मिळवला,India won all their four matches to finish on top of Group B.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.0,2,2,0,0,3,13
भारताने चारही सामने जिंकून मालिकेमध्ये ४-० अशी विजयी आघाडी घेतली,India won all four matches to take a 4-0 lead in the series,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.75,2,2,0,0,1,15
इंग्लंडच्या भारत दौऱ्यामध्यल्या पाहिल्या तीन कसोटी सामन्यांपर्यंत कोहली फारशी चमक दाखवू शकला नाही,Kohli did not shine in the three Tests that England toured India in 1993.,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.5,2,2,0,0,3,15
सामन्यात कोहलीने पहिल्या डावात ११५ धावा केल्या,Kohli scored 115 runs in the first innings of the match,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.0,2,1,1,0,1,11
२०१५ आयपीएल मध्ये त्याच्या फलंदाजीतील यशाने त्याचा संघ प्ले ऑफ पर्यंत पोहोचला,His batting success in the 2015 IPL saw his team reach the playoffs.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.5,1,2,0,0,1,14
ह्या शतकामुळे तो बांगलादेशमध्ये सर्वाधिक शतके करणारा फलंदाज ठरला,This century made him the batsman with the most centuries in Bangladesh.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1.6666666666666667,2,1,1,0,1,13
"श्रीलंकेच्या ३२१ धावांच्या आव्हानाचा पाठलाग करताना, कोहली मैदानात उतरला तेव्हा भारतीय संघाची स्थिती २ बाद ८६ अशी होती","Chasing Sri Lanka's 321, India were 86 for 2 when Kohli walked in",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1.0,2,3,0,0,4,15
"जानेवारी २०१५ पर्यंत, कोहलीला एकूण ११ ब्रँड ने करारबद्ध केले आहे","As of January 2015, Kohli is signed by a total of 11 brands.",5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1.5,3,1,0,0,2,15
त्यानंतरच्या कसोटीमालिकेमध्ये त्याने ७१,"In the following Test series, he scored 71.",3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,2,0,0,1,10
भारताची धावसंख्या २ गडी बाद ५७ असताना कोहली फलंदाजीस आला आणि त्वेशाने फलंदाजी करू लागला,"When India were 57 for 2, Kohli walked out to bat.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1.0,2,2,0,0,2,13
"मार्च २०१३ मध्ये, कोहलीने 'विराट कोहली फाऊंडेशन' नावाने गरीबांना मदत करणारी संस्था सुरू केली","In March 2013, Kohli launched the Virat Kohli Foundation, an organisation to help the poor.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.0,1,2,1,0,5,18
"कसोटी मालिकेनंतर, भारतीय संघ ऑसट्रेलियामध्ये दोन सामन्यांची आंतरराष्ट्रीय टी२० मालिका आणि कॉमनवेल्थ बँक त्रिकोणी मालिकेमध्ये ऑस्ट्रेलिया आणि श्रीलंकेविरुद्ध खेळला","Following the Test series, the Indian team played a two-match Twenty20 International series in Australia and a Commonwealth Bank Tri-Nation Series against Australia and Sri Lanka.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3.4285714285714284,3,2,2,0,12,32
"त्यानंतर झालेल्या आंतरराष्ट्रीय टी२० मालिकेमधील पहिला सामना पावसामुळे रद्द झाला तर दुसऱ्या सामन्यात त्याने ४१ चेंडूंत ७० धावा केल्या, परंतु भारताचा अवघ्या १ धावेने पराभव झाला आणि मालिका न्यू झीलंडने १-० अशी खिशात टाकली","In the T20I series that followed, the first match was abandoned due to rain and in the second match, he scored a 41-ball 70, but India lost by just 1 run and the series was drawn by New Zealand.",8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,2.0,4,5,3,1,3,45
"दुसऱ्या सामन्या मध्ये बांगलादेशविरुद्ध भारताचा पराभव झाला, ज्यात त्याने ६६ धावा केल्या","In the second ODI against Bangladesh, which India lost, he scored 66.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.4,2,2,1,0,2,15
परदेशातील एकदिवसीय मालिकेतील हा भारताने दिलेला हा पहिला व्हाईटवॉश होता,This was India's first ever overseas ODI series whitewash.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.5,0,1,2,1,2,11
अंतिम सामन्याआधी कोहली दुखापतीतून सावरला आणि कर्णधार म्हणून परतला,Kohli recovered from the injury before the final and returned as captain.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.3333333333333333,3,2,1,0,1,13
त्याने आणखी एक शतकी भागीदारी केली ती सलामीवीर धवनसोबत,He shared another century stand with opener Dhawan.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,1,1,1,0,1,9
""" धरमशाला येथील चवथ्या सामन्यात त्याने त्याचे २०वे शतक साजरे करताना ११४ चेंडूंत १२७ धावा फटकावल्या","In the fourth match at Dharamsala, he celebrated his 20th century, scoring 127 off 114 balls.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2.0,3,2,2,0,1,19
विराट कोहलीच्या मोठ्या भावाचे नाव विकास कोहली आहे आणि तो सुधा क्रिकेट खेळत होता परंतु त्याने खेळणे सोडून दिले,Virat Kohli's elder brother's name is Vikas Kohli and he was playing cricket for Sudha but he quit playing.,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,1,3,1,0,5,22
"त्याचे संघ सहकारी त्याचा आत्मविश्वास, बांधिलकी, एकाग्रता आणि नीतितत्त्वे याबद्दल त्याची प्रशंसा करतात","His teammates praise him for his confidence, commitment, concentration, and ethics.",6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3333333333333333,1,1,0,0,0,15
त्यानंतर त्याने दोन एकदिवसीय सामन्यात चवथ्या क्रमांकावर फलंदाजी केली परंतु त्याला त्यात चांगल्या धावा करता आल्या नाही,He then batted at number four in two ODIs but did not score well.,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.3333333333333333,2,2,0,2,0,15
"नोव्हेंबर मधल्या श्रीलंकेविरुद्ध पाच एकदिवसीय सामन्यांच्या मालिकेसाठी धोणीला विश्रांती देण्यात आली, ज्यामुळे कोहलीला पुन्हा एकदा संपूर्ण मालिकेसाठी कर्णधारपद देण्यात आले","Dhoni was rested for the five-match ODI series against Sri Lanka in mid-November, with Kohli once again given the captaincy for the entire series.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,2.0,5,2,2,2,7,30
त्याचे शतक हे संपूर्ण मालिकेतील दोन्ही संघांकडून एकमेव शतक होते,His century was the only century by either team in the entire series.,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.5,2,1,2,0,0,14
सर्वात जलद शतक भारतीय फलंदाजांमधील सर्वात जलद शतक (५२ चेंडूंत) महत्त्वाचे टप्पे सर्वात जलद १००० एकदिवसीय धावा पूर्ण करणारा पहिल्या क्रमांकाचा भारतीय भारतीय,Fastest century Fastest century by an Indian batsman (in 52 balls) Important milestones Fastest Indian to 1000 ODI runs,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.5,1,0,6,0,1,21
परंतु तरीही इंग्लंडने डकवर्थ/लुईस ने सामन्यात आणि मालिकेत ३-० असा विजय मिळवला ऑक्टोबर २०११ मध्ये इंग्लंडविरुद्ध मायदेशी पाच एकदिवसीय सामन्यांच्या मलिकेत कोहली सर्वाधिक धावा करणारा फलंदाज होता,But still England won the Duckworth / Lewis match and the series 3-0. Kohli was the leading run-scorer in a home series of five ODIs against England in October 2011.,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2.3333333333333335,5,3,0,1,6,36
६ ते २३ जून २०१३ दरम्यान इंग्लंड मध्ये पार पडलेल्या आय,It took place in England between 6 and 23 June 2013.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.75,2,1,0,0,2,12
वंचित मुलांना मदत करणे आणि चॅरिटीसाठी पैसा गोळा करणे हे संस्थेचे मुळ उद्देश आहेत,The basic objectives of the organisation are to help underprivileged children and to raise money for charity.,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1.8,2,3,2,0,0,18
"त्यानंतरची एकदिवसीय मालिकेत भारताने ४-१ असा विजय मिळवला, ज्यात कोहलीने ६०","India won the subsequent ODI series 4-1, with Kohli scoring 60.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,2,2,1,0,3,15
"त्यानंतर पार पडलेल्या एकदिवसीय मालिकेमध्ये माफक यश मिळाले, त्याने ३८","The ODI series that followed was moderately successful, with him scoring 38.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1.6666666666666667,1,3,1,1,1,14
वेलिंग्टनच्या दुसऱ्या कसोटीच्या शेवटच्या दिवशी केलेल्या त्याच्या नाबाद १०५ धावांच्या खेळीमुळे ती कसोटी अनिर्णितावस्थेत संपली,His unbeaten 105 on the final day of the second Test in Wellington resulted in a draw.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.25,4,1,3,0,1,18
मालिकेत सहा वेळा तो एक अंकी धावसंख्येवर बाद झाला,He was dismissed for single-digit scores six times in the series,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2.3333333333333335,2,1,1,0,0,13
२०१२ मध्ये सर्वाधिक एकदिवसीय धावा करणारा भारतीय,Most ODI runs by an Indian in 2012,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2,0,1,0,2,8
कोहलीने १२१चा स्ट्राईक रेट आणि ४६,Kohli has a strike rate of 121 and a strike rate of 46,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,2,1,0,0,1,13
आपण आता भविष्याकडे पहायला सुरुवात करायला हवी,We need to start looking to the future now.,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.5,1,3,0,1,0,10
५० च्या सरासरीने त्याने २७३ धावा केल्या आणि विश्व ट्वेंटी२० मध्ये सलग दुसऱ्यांदा सामनावीर होण्याचा मान मिळवला,He scored 273 runs at an average of 50 and was named Man of the Match for the second successive time in the World Twenty20.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,2.142857142857143,5,2,2,0,4,26
त्याने श्रीलंकेविरुद्ध पहिल्याच सामन्यात १०८ धावा केल्या आणि भारताचा ५० धावांनी विजय झाला,"He scored 108 in the first match against Sri Lanka, which India won by 50 runs.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1.6666666666666667,3,2,1,0,3,18
राजकोट मधील सामन्यात तो पुन्हा एकदा तिसऱ्या क्रमांकावर फलंदाजीस उतरला आणि त्याने ७७ धावा केल्या,"In the match at Rajkot, he once again came out to bat at number 3 and scored 77 runs.",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.4,3,3,0,2,1,21
जानेवारी २०१५ मध्ये ऑस्ट्रेलियात झालेल्या त्रिकोणी मालिकेमध्ये यजमान ऑस्ट्रेलिया आणि इंग्लंड विरुद्ध भारताला एकही विजय मिळवता आला नाही,"In a tri-series in Australia in January 2015, India failed to register a win against hosts Australia and England",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1.2,4,2,0,0,5,22
"यानंतरच्या तीन एकदिवसीय सामन्यांच्या मालिकेतील, कोची येथील पहिल्या सामन्यात कोहलीने ८६ धावा करून सहा-गडी राखून भारताचा विजय निश्चित केला आणि सामनावीराचा पुरस्कार मिळवला","In the subsequent three-match ODI series, Kohli scored 86 in the first match in Kochi to set up a six-wicket win for India and earned the man of the match award.",7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2.875,5,3,2,0,4,37
कोहली नैसर्गिकरित्या मजबूत तांत्रिक कौशल्यासह एक आक्रमक फलंदाज आहे,Kohli is naturally an aggressive batsman with strong technical skills.,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,1,1,3,1,1,11
"क्रिकेट शेवट पर्यंत राहणार नाही म्हणून, जेव्हा मी निवृत्त होईन, त्यावेळेसाठी मी माझे पर्याय खुले ठेवतोय","Cricket is not going to last, so I'm keeping my options open for when I retire.",6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1.25,1,4,1,1,0,19
दोन्ही सामन्यांत भारताने धावांचा यशस्वी पाठलाग केला,India successfully chased down the total in both the matches.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,1,1,0,1,1,11
"स्पर्धेत त्याने सर्वाधिक षट्कार मारले, सर्वाधिक धावा केल्या","He hit the most sixes, scored the most runs in the tournament",4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.25,1,2,2,0,0,13
बेन हिल्फेनहौसने त्याला पहिल्या डावात ११ धावांवर तर दुसऱ्या डावात पहिल्याच चेंडूवर शून्यावर बाद केले,Ben Hilfenhaus dismissed him for 11 runs in the first innings and a first-ball duck in the second.,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.5,3,1,2,0,2,21
दोन किंवा अधिक द्विशतके करणारा पहिला भारतीय कसोटी कर्णधार,First Indian Test captain to score two or more double centuries,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,0,1,2,0,3,11
"पुढच्या मोसमात बंगलोरला सातव्या स्थानावर समाधान मानावे लागले, ज्यामध्ये कोहलीने २७","The next season, Bangalore finished seventh, with Kohli on 27.",5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,2,1,2,0,2,13
कसोटी मालिकेतील यशस्वी वाटचाल कोहली एकदिवसीय सामन्यांत चालू ठेवू शकला नाही,Kohli could not continue his successful run in the Test series in the ODIs,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.25,2,1,1,0,3,14
दुसऱ्या मोसमात त्याच्या कामगिरीमध्ये थोडी सुधारणा झाली,His performance improved slightly in the second season.,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,1,1,1,0,9
"६२ धावा करून झळकावले, आणि तो म्हणाला ह्या खेळीमुळे त्याला त्याचा हरवलेला ""आत्मविश्वास पुन्हा मिळाला","Scored 62 runs, and he said the knock gave him back his ""lost confidence.""",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2.0,0,4,0,1,0,18
तसेच सर्वात जलद १७ एकदिवसीय शतके करण्याचा विक्रम स्वतःच्या नावे केला,He also holds the record for the fastest ODI century with 17.,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,2,1,2,1,0,13
८१ अशी कमालीची सुधारणा झाली,There was a remarkable improvement of 81,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,1,1,1,0,0,7
२०१३ मध्ये सर्वाधिक एकदिवसीय धावा करणारा भारतीय,Most ODI runs by an Indian in 2013,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2,0,1,0,2,8
